customer,type,number,date,due_date,payment_terms,purchase_order,currency,total,amount_paid,balance,ship_to.name,notes,terms,item,description,quantity,unit_cost,discount,tax,shipping,item_date,item_reference,payment,amount_refunded
AMERICARES,invoice,AMRC/001/05.026,"May 8, 2026",,,152-091-435,TZS,7062000,0,7062000,,"BANK DETAILS:
BANK NAME: STANBIC BANK
BRANCH : CENTRE BRANCH
ACCOUNT NAME : AIO BUSNESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
SWIFT CODE : SBICTZTX","Please pay before due date","CONFERENCE BACKDROP BANNER","Material : Vinyl
Printing : Large Format",1,800000,0,144000,13559.32,,,,
DAWASA,invoice,001/11.024,"Nov 13, 2024",,,,TZS,12850200,0,12850200,,"BANK NAME: STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX",,"HP Pro Tower 290 G9 Desktop PC Bundle (6B2S1 EA)","Windows 11 Pro
12th Generation 
Intel® Core ™ i5 processor
Intel® UHD Graphics 730
8 GB DDR4-3200 MT/s (1 x 8 GB)
512 GB PCle® NVMe ™ M.2 SSD",4,2300000,0,1656000,0,,,,
DAWASA,invoice,001/11.024,"Nov 13, 2024",,,,TZS,12850200,0,12850200,,"BANK NAME: STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX",,"HP LASERJET PRO MFP M426 PRINTER",,2,845000,0,304200,0,,,,
"UNIVERSITY OF DAR ES SALAAM",invoice,UDSM/001/024,"Nov 13, 2024",,,,TZS,1900000,0,1900000,,,,"FOOD SUPPLY",,1,1610169.49,0,289830.51,0,,,,
"SELOUS BIOTECHNOLOGY TANZANIA",invoice,SBT/002.024,"Nov 5, 2024",,,,TZS,767000,0,767000,,"BANK NAME: CRDB BANK
AC NAME: BONIFACE EMANUEL BALELE
AC NUMBER: 01J2035322200
PHONE: 0754-500-541",,"2D SIGNAGE","-Sides: 1
-Material : Allucobond & Acrylic
-Light: LED Lights
-Size: 90cm x 100cm",1,450000,0,81000,0,,,,
"SELOUS BIOTECHNOLOGY TANZANIA",invoice,SBT/002.024,"Nov 5, 2024",,,,TZS,767000,0,767000,,"BANK NAME: CRDB BANK
AC NAME: BONIFACE EMANUEL BALELE
AC NUMBER: 01J2035322200
PHONE: 0754-500-541",,"INDOOR WALL 3D LOGO","-Material : PVC & Foarm Board
_Size : 80cm x 120cm",1,200000,0,36000,0,,,,
"SOLVERIS CONSULTING LTD",invoice,SCL/0012.024,"Dec 23, 2024",,,,TZS,15564200,0,15564200,,"BANK NAME : STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX",,"2025 Calendars","Size: A1
Pages: Single page",1000,2500,0,450000,0,,,,
"SOLVERIS CONSULTING LTD",invoice,SCL/0012.024,"Dec 23, 2024",,,,TZS,15564200,0,15564200,,"BANK NAME : STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX",,"2025 Executive Diary","Size: A4",150,30000,0,810000,0,,,,
"SOLVERIS CONSULTING LTD",invoice,SCL/0012.024,"Dec 23, 2024",,,,TZS,15564200,0,15564200,,"BANK NAME : STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX",,"Leather Notebooks","Size: A5",270,15000,0,729000,0,,,,
"SOLVERIS CONSULTING LTD",invoice,SCL/0012.024,"Dec 23, 2024",,,,TZS,15564200,0,15564200,,"BANK NAME : STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX",,"Executive Pen",,428,5000,0,385200,0,,,,
"GREEN TELECOM",invoice,GTL/001/24,"Oct 25, 2024",,,,TZS,16879903.54,0,16879903.54,,"BANK NAME: CRDB BANK
AC NAME: BONIFACE EMANUEL BALELE 
AC NUMBER: 01J2035322200
PHONE: 0754-500-541",,"Electric pliers",,1,20000,0,3600,0,,,,
"GREEN TELECOM",invoice,GTL/001/24,"Oct 25, 2024",,,,TZS,16879903.54,0,16879903.54,,"BANK NAME: CRDB BANK
AC NAME: BONIFACE EMANUEL BALELE 
AC NUMBER: 01J2035322200
PHONE: 0754-500-541",,Hummer,,1,25000,0,4500,0,,,,
"GREEN TELECOM",invoice,GTL/001/24,"Oct 25, 2024",,,,TZS,16879903.54,0,16879903.54,,"BANK NAME: CRDB BANK
AC NAME: BONIFACE EMANUEL BALELE 
AC NUMBER: 01J2035322200
PHONE: 0754-500-541",,"Feet climbing",,3,390000,0,210600,0,,,,
"GREEN TELECOM",invoice,GTL/001/24,"Oct 25, 2024",,,,TZS,16879903.54,0,16879903.54,,"BANK NAME: CRDB BANK
AC NAME: BONIFACE EMANUEL BALELE 
AC NUMBER: 01J2035322200
PHONE: 0754-500-541",,Poles,"-Wooden treated poles",5,250000,0,225000,0,,,,
"GREEN TELECOM",invoice,GTL/001/24,"Oct 25, 2024",,,,TZS,16879903.54,0,16879903.54,,"BANK NAME: CRDB BANK
AC NAME: BONIFACE EMANUEL BALELE 
AC NUMBER: 01J2035322200
PHONE: 0754-500-541",,"Red paint",-4lts,1,30000,0,5400,0,,,,
"GREEN TELECOM",invoice,GTL/001/24,"Oct 25, 2024",,,,TZS,16879903.54,0,16879903.54,,"BANK NAME: CRDB BANK
AC NAME: BONIFACE EMANUEL BALELE 
AC NUMBER: 01J2035322200
PHONE: 0754-500-541",,"Mark pole","-Wooden poles",15,15000,0,40500,0,,,,
"GREEN TELECOM",invoice,GTL/001/24,"Oct 25, 2024",,,,TZS,16879903.54,0,16879903.54,,"BANK NAME: CRDB BANK
AC NAME: BONIFACE EMANUEL BALELE 
AC NUMBER: 01J2035322200
PHONE: 0754-500-541",,"Pull ruler (5m)",,1,15000,0,2700,0,,,,
"GREEN TELECOM",invoice,GTL/001/24,"Oct 25, 2024",,,,TZS,16879903.54,0,16879903.54,,"BANK NAME: CRDB BANK
AC NAME: BONIFACE EMANUEL BALELE 
AC NUMBER: 01J2035322200
PHONE: 0754-500-541",,"Tape ruler (100m)",,1,200000,0,36000,0,,,,
"GREEN TELECOM",invoice,GTL/001/24,"Oct 25, 2024",,,,TZS,16879903.54,0,16879903.54,,"BANK NAME: CRDB BANK
AC NAME: BONIFACE EMANUEL BALELE 
AC NUMBER: 01J2035322200
PHONE: 0754-500-541",,"Tool to dig hole","-Petrol powered",3,800000,0,432000,0,,,,
"GREEN TELECOM",invoice,GTL/001/24,"Oct 25, 2024",,,,TZS,16879903.54,0,16879903.54,,"BANK NAME: CRDB BANK
AC NAME: BONIFACE EMANUEL BALELE 
AC NUMBER: 01J2035322200
PHONE: 0754-500-541",,"Cable output tool","_Cable roller",1,1800000,0,324000,0,,,,
"GREEN TELECOM",invoice,GTL/001/24,"Oct 25, 2024",,,,TZS,16879903.54,0,16879903.54,,"BANK NAME: CRDB BANK
AC NAME: BONIFACE EMANUEL BALELE 
AC NUMBER: 01J2035322200
PHONE: 0754-500-541",,Pulley,,30,150000,0,810000,0,,,,
"GREEN TELECOM",invoice,GTL/001/24,"Oct 25, 2024",,,,TZS,16879903.54,0,16879903.54,,"BANK NAME: CRDB BANK
AC NAME: BONIFACE EMANUEL BALELE 
AC NUMBER: 01J2035322200
PHONE: 0754-500-541",,"Small Hoist","-Chain Hoist",1,750000,0,135000,0,,,,
"GREEN TELECOM",invoice,GTL/001/24,"Oct 25, 2024",,,,TZS,16879903.54,0,16879903.54,,"BANK NAME: CRDB BANK
AC NAME: BONIFACE EMANUEL BALELE 
AC NUMBER: 01J2035322200
PHONE: 0754-500-541",,"Stainless steel belt tightening pliers",,1,350000,0,63000,0,,,,
"GREEN TELECOM",invoice,GTL/001/24,"Oct 25, 2024",,,,TZS,16879903.54,0,16879903.54,,"BANK NAME: CRDB BANK
AC NAME: BONIFACE EMANUEL BALELE 
AC NUMBER: 01J2035322200
PHONE: 0754-500-541",,"Cable Gabion",,1,15000,0,2700,0,,,,
"GREEN TELECOM",invoice,GTL/001/24,"Oct 25, 2024",,,,TZS,16879903.54,0,16879903.54,,"BANK NAME: CRDB BANK
AC NAME: BONIFACE EMANUEL BALELE 
AC NUMBER: 01J2035322200
PHONE: 0754-500-541",,Rope,"-100 meters",1,250000,0,45000,0,,,,
"GREEN TELECOM",invoice,GTL/001/24,"Oct 25, 2024",,,,TZS,16879903.54,0,16879903.54,,"BANK NAME: CRDB BANK
AC NAME: BONIFACE EMANUEL BALELE 
AC NUMBER: 01J2035322200
PHONE: 0754-500-541",,"Safety helmet",,3,20001,0,10800.54,0,,,,
"GREEN TELECOM",invoice,GTL/001/24,"Oct 25, 2024",,,,TZS,16879903.54,0,16879903.54,,"BANK NAME: CRDB BANK
AC NAME: BONIFACE EMANUEL BALELE 
AC NUMBER: 01J2035322200
PHONE: 0754-500-541",,"Protective clothing",,3,120000,0,64800,0,,,,
"GREEN TELECOM",invoice,GTL/001/24,"Oct 25, 2024",,,,TZS,16879903.54,0,16879903.54,,"BANK NAME: CRDB BANK
AC NAME: BONIFACE EMANUEL BALELE 
AC NUMBER: 01J2035322200
PHONE: 0754-500-541",,"Safety harness",,3,145000,0,78300,0,,,,
"GREEN TELECOM",invoice,GTL/001/24,"Oct 25, 2024",,,,TZS,16879903.54,0,16879903.54,,"BANK NAME: CRDB BANK
AC NAME: BONIFACE EMANUEL BALELE 
AC NUMBER: 01J2035322200
PHONE: 0754-500-541",,Gloves,,3,60000,0,32400,0,,,,
"GREEN TELECOM",invoice,GTL/001/24,"Oct 25, 2024",,,,TZS,16879903.54,0,16879903.54,,"BANK NAME: CRDB BANK
AC NAME: BONIFACE EMANUEL BALELE 
AC NUMBER: 01J2035322200
PHONE: 0754-500-541",,"Safety shoes",,3,70000,0,37800,0,,,,
"GREEN TELECOM",invoice,GTL/001/24,"Oct 25, 2024",,,,TZS,16879903.54,0,16879903.54,,"BANK NAME: CRDB BANK
AC NAME: BONIFACE EMANUEL BALELE 
AC NUMBER: 01J2035322200
PHONE: 0754-500-541",,"Rain boots",,3,20000,0,10800,0,,,,
"POTTRY TANZANIA LTD",invoice,24,"Oct 21, 2024",,,,TZS,112000,0,112000,,"BANK NAME: CRDB BANK
AC NAME: BONIFACE EMANUEL BALELE AC NUMBER: 01J2035322200
PHONE: 0754-500-541",,"PVC Stickers","size: 166cm x 0.66cm x 2
         0.66cm x 0.42 x 2",2.8,40000,0,0,0,,,,
"POTTRY TANZANIA LTD",invoice,24,"Oct 21, 2024",,,,TZS,112000,0,112000,,"BANK NAME: CRDB BANK
AC NAME: BONIFACE EMANUEL BALELE AC NUMBER: 01J2035322200
PHONE: 0754-500-541",,"Designing, Fixing",,1,0,0,0,0,,,,
"SAVE THE CHILDREN",invoice,STC/002.024,"Oct 16, 2024",136-936-069,,40-029427-Y,TZS,18526000,0,18526000,,"Account Name: COMSKILLS COMPANY LIMITED
Bank Name: STANBIC BANK
Account No: 9120002110669
Branch: Stanbic Center
Swift Code: SBICTZTX",,"Tonner TK 6115",,6,500000,0,540000,0,,,,
"SAVE THE CHILDREN",invoice,STC/002.024,"Oct 16, 2024",136-936-069,,40-029427-Y,TZS,18526000,0,18526000,,"Account Name: COMSKILLS COMPANY LIMITED
Bank Name: STANBIC BANK
Account No: 9120002110669
Branch: Stanbic Center
Swift Code: SBICTZTX",,"HP Laserjet 207A","-Black
-Cyan
-Yellow
-Magenta",2,1200000,0,432000,0,,,,
"SAVE THE CHILDREN",invoice,STC/002.024,"Oct 16, 2024",136-936-069,,40-029427-Y,TZS,18526000,0,18526000,,"Account Name: COMSKILLS COMPANY LIMITED
Bank Name: STANBIC BANK
Account No: 9120002110669
Branch: Stanbic Center
Swift Code: SBICTZTX",,"HP laserjet 410 ","-Black
-Cyan
 -Yellow
-Magenta",2,1400000,0,504000,0,,,,
"SAVE THE CHILDREN",invoice,STC/002.024,"Oct 16, 2024",136-936-069,,40-029427-Y,TZS,18526000,0,18526000,,"Account Name: COMSKILLS COMPANY LIMITED
Bank Name: STANBIC BANK
Account No: 9120002110669
Branch: Stanbic Center
Swift Code: SBICTZTX",,"Tonner TK 475",,6,450000,0,486000,0,,,,
"SAVE THE CHILDREN",invoice,STC/002.024,"Oct 16, 2024",136-936-069,,40-029427-Y,TZS,18526000,0,18526000,,"Account Name: COMSKILLS COMPANY LIMITED
Bank Name: STANBIC BANK
Account No: 9120002110669
Branch: Stanbic Center
Swift Code: SBICTZTX",,"HP Laserjet 201A","-Black
-Cyan
 -Yellow
-Magenta",3,1600000,0,864000,0,,,,
"SAVE THE CHILDREN",invoice,STC/001.024,"Oct 16, 2024",136-936-069,,40-029427-Y,TZS,6041600,0,6041600,,"Account Name: COMSKILLS COMPANY LIMITED
Bank Name: STANBIC BANK
Account No: 9120002110669
Branch: Stanbic Center 
Swift Code: SBICTZTX",,"Nataraj Black Pen",,2,15000,0,5400,0,,,,
"SAVE THE CHILDREN",invoice,STC/001.024,"Oct 16, 2024",136-936-069,,40-029427-Y,TZS,6041600,0,6041600,,"Account Name: COMSKILLS COMPANY LIMITED
Bank Name: STANBIC BANK
Account No: 9120002110669
Branch: Stanbic Center 
Swift Code: SBICTZTX",,"A4 Rim paper",,50,65000,0,585000,0,,,,
"SAVE THE CHILDREN",invoice,STC/001.024,"Oct 16, 2024",136-936-069,,40-029427-Y,TZS,6041600,0,6041600,,"Account Name: COMSKILLS COMPANY LIMITED
Bank Name: STANBIC BANK
Account No: 9120002110669
Branch: Stanbic Center 
Swift Code: SBICTZTX",,"Big Box file",,2,150000,0,54000,0,,,,
"SAVE THE CHILDREN",invoice,STC/001.024,"Oct 16, 2024",136-936-069,,40-029427-Y,TZS,6041600,0,6041600,,"Account Name: COMSKILLS COMPANY LIMITED
Bank Name: STANBIC BANK
Account No: 9120002110669
Branch: Stanbic Center 
Swift Code: SBICTZTX",,Scissors,,7,5000,0,6300,0,,,,
"SAVE THE CHILDREN",invoice,STC/001.024,"Oct 16, 2024",136-936-069,,40-029427-Y,TZS,6041600,0,6041600,,"Account Name: COMSKILLS COMPANY LIMITED
Bank Name: STANBIC BANK
Account No: 9120002110669
Branch: Stanbic Center 
Swift Code: SBICTZTX",,"Leathered note book",,30,15000,0,81000,0,,,,
"SAVE THE CHILDREN",invoice,STC/001.024,"Oct 16, 2024",136-936-069,,40-029427-Y,TZS,6041600,0,6041600,,"Account Name: COMSKILLS COMPANY LIMITED
Bank Name: STANBIC BANK
Account No: 9120002110669
Branch: Stanbic Center 
Swift Code: SBICTZTX",,"Manilla envelope (A4)",,500,300,0,27000,0,,,,
"SAVE THE CHILDREN",invoice,STC/001.024,"Oct 16, 2024",136-936-069,,40-029427-Y,TZS,6041600,0,6041600,,"Account Name: COMSKILLS COMPANY LIMITED
Bank Name: STANBIC BANK
Account No: 9120002110669
Branch: Stanbic Center 
Swift Code: SBICTZTX",,"Sticky notes",,2,10000,0,3600,0,,,,
"SAVE THE CHILDREN",invoice,STC/001.024,"Oct 16, 2024",136-936-069,,40-029427-Y,TZS,6041600,0,6041600,,"Account Name: COMSKILLS COMPANY LIMITED
Bank Name: STANBIC BANK
Account No: 9120002110669
Branch: Stanbic Center 
Swift Code: SBICTZTX",,"Highlighter (different colors)",,30,2000,0,10800,0,,,,
"SAVE THE CHILDREN",invoice,STC/001.024,"Oct 16, 2024",136-936-069,,40-029427-Y,TZS,6041600,0,6041600,,"Account Name: COMSKILLS COMPANY LIMITED
Bank Name: STANBIC BANK
Account No: 9120002110669
Branch: Stanbic Center 
Swift Code: SBICTZTX",,"Battery AAx2",,3,30000,0,16200,0,,,,
"SAVE THE CHILDREN",invoice,STC/001.024,"Oct 16, 2024",136-936-069,,40-029427-Y,TZS,6041600,0,6041600,,"Account Name: COMSKILLS COMPANY LIMITED
Bank Name: STANBIC BANK
Account No: 9120002110669
Branch: Stanbic Center 
Swift Code: SBICTZTX",,"Battery AAA",,1,40000,0,7200,0,,,,
"SAVE THE CHILDREN",invoice,STC/001.024,"Oct 16, 2024",136-936-069,,40-029427-Y,TZS,6041600,0,6041600,,"Account Name: COMSKILLS COMPANY LIMITED
Bank Name: STANBIC BANK
Account No: 9120002110669
Branch: Stanbic Center 
Swift Code: SBICTZTX",,Stapler,,5,10000,0,9000,0,,,,
"SAVE THE CHILDREN",invoice,STC/001.024,"Oct 16, 2024",136-936-069,,40-029427-Y,TZS,6041600,0,6041600,,"Account Name: COMSKILLS COMPANY LIMITED
Bank Name: STANBIC BANK
Account No: 9120002110669
Branch: Stanbic Center 
Swift Code: SBICTZTX",,"Staple pins 24/6 1m",,3,20000,0,10800,0,,,,
"SAVE THE CHILDREN",invoice,STC/001.024,"Oct 16, 2024",136-936-069,,40-029427-Y,TZS,6041600,0,6041600,,"Account Name: COMSKILLS COMPANY LIMITED
Bank Name: STANBIC BANK
Account No: 9120002110669
Branch: Stanbic Center 
Swift Code: SBICTZTX",,"Correction fluid",,2,15000,0,5400,0,,,,
"SAVE THE CHILDREN",invoice,STC/001.024,"Oct 16, 2024",136-936-069,,40-029427-Y,TZS,6041600,0,6041600,,"Account Name: COMSKILLS COMPANY LIMITED
Bank Name: STANBIC BANK
Account No: 9120002110669
Branch: Stanbic Center 
Swift Code: SBICTZTX",,"Business card Holder book",,5,45000,0,40500,0,,,,
"SAVE THE CHILDREN",invoice,STC/001.024,"Oct 16, 2024",136-936-069,,40-029427-Y,TZS,6041600,0,6041600,,"Account Name: COMSKILLS COMPANY LIMITED
Bank Name: STANBIC BANK
Account No: 9120002110669
Branch: Stanbic Center 
Swift Code: SBICTZTX",,"Metallic tray (Black)",,10,30000,0,54000,0,,,,
"SAVE THE CHILDREN",invoice,STC/001.024,"Oct 16, 2024",136-936-069,,40-029427-Y,TZS,6041600,0,6041600,,"Account Name: COMSKILLS COMPANY LIMITED
Bank Name: STANBIC BANK
Account No: 9120002110669
Branch: Stanbic Center 
Swift Code: SBICTZTX",,"Pen holder",,6,5000,0,5400,0,,,,
"SAVE THE CHILDREN",invoice,STC/001/214,"Oct 15, 2024",,,,TZS,19340200,0,19340200,,,,"Tonner TK 6115",,6,475000,0,513000,0,,,,
"SAVE THE CHILDREN",invoice,STC/001/214,"Oct 15, 2024",,,,TZS,19340200,0,19340200,,,,"HP Laserjet 207A (Black,Cyan, Yellow & Magenta)",,2,1200000,0,432000,0,,,,
"SAVE THE CHILDREN",invoice,STC/001/214,"Oct 15, 2024",,,,TZS,19340200,0,19340200,,,,"HP laserjet 410 (Black, Cyan, Yellow & Magenta)",,2,1520000,0,547200,0,,,,
"SAVE THE CHILDREN",invoice,STC/001/214,"Oct 15, 2024",,,,TZS,19340200,0,19340200,,,,"Tonner TK 475",,6,450000,0,486000,0,,,,
"SAVE THE CHILDREN",invoice,STC/001/214,"Oct 15, 2024",,,,TZS,19340200,0,19340200,,,,"HP Laserjet 201A (Black, Cyan, Yellow and Magenta)",,3,1800000,0,972000,0,,,,
"SAYARI SAFI LTD",invoice,SSL/20,"Oct 15, 2024",,,,TZS,312700,0,312700,,"AIRTEL MONEY
0782 242 905 - PETRO NKONOLAH",,"Techo Mobile phone Display repair",,1,250000,0,45000,0,,,,
"SAYARI SAFI LTD",invoice,SSL/20,"Oct 15, 2024",,,,TZS,312700,0,312700,,"AIRTEL MONEY
0782 242 905 - PETRO NKONOLAH",,"Techo Mobile phone switch repair",,1,15000,0,2700,0,,,,
CITYFIBER,invoice,19,"Oct 14, 2024",,,,TZS,205000,0,205000,,"BANK NAME: CRDB BANK
AC NAME: BONIFACE EMANUEL BALELE
AC NUMBER: 01J2035322200
PHONE: 0754-500-541",,"JOB CARD BOOKLET","-with 50pages copy",5,15000,0,0,0,,,,
CITYFIBER,invoice,19,"Oct 14, 2024",,,,TZS,205000,0,205000,,"BANK NAME: CRDB BANK
AC NAME: BONIFACE EMANUEL BALELE
AC NUMBER: 01J2035322200
PHONE: 0754-500-541",,"REFLECTIVE SAFETY VEST",,4,20000,0,0,0,,,,
CITYFIBER,invoice,19,"Oct 14, 2024",,,,TZS,205000,0,205000,,"BANK NAME: CRDB BANK
AC NAME: BONIFACE EMANUEL BALELE
AC NUMBER: 01J2035322200
PHONE: 0754-500-541",,"VINYL STICKER","-10cm x 5cm",50,1000,0,0,0,,,,
"SOLVERIS CONSULTING LTD",invoice,0916/005,"Dec 6, 2024",,,,TZS,13039000,0,13039000,,"BANK NAME : STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX",,"ROUND TSHIRTS ","Design: Round neck
Material: 100% Cotton
Quality: High
Printing: Screen
Sides: Front & Back printing",570,15000,0,1539000,0,,,,
"SOLVERIS CONSULTING LTD",invoice,0916/005,"Dec 6, 2024",,,,TZS,13039000,0,13039000,,"BANK NAME : STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX",,"Wall Calendar","Size : A1",500,5000,0,450000,0,,,,
"Tamgo Tanzania",invoice,TTL/001.2026,"Feb 9, 2026",,,152-091-435,TZS,212400,0,212400,,"BANK NAME: STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX","Please pay before due date","BUSINESS CARDS","-For: Tecla, Amon & Victor",3,40000,0,21600,0,,,,
"Tamgo Tanzania",invoice,TTL/001.2026,"Feb 9, 2026",,,152-091-435,TZS,212400,0,212400,,"BANK NAME: STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX","Please pay before due date","STAFF IDENTITY CARD","-For: Tecla, Amon, Victor & Elias",4,15000,0,10800,0,,,,
"Lake Zone Security Guard",invoice,LZSG/001.024,"Sep 11, 2024",,,,TZS,158000,0,158000,,"BANK NAME: CRDB BANK
AC NAME: BONIFACE EMANUEL BALELE
AC NUMBER: 01J2035322200
PHONE: 0754-500-541",,"Domain Registration - lakezonesecurityguard.co.tz (Sep 11, 2024 - Sep 11, 2025)",,1,33000,0,0,0,,,,
"Lake Zone Security Guard",invoice,LZSG/001.024,"Sep 11, 2024",,,,TZS,158000,0,158000,,"BANK NAME: CRDB BANK
AC NAME: BONIFACE EMANUEL BALELE
AC NUMBER: 01J2035322200
PHONE: 0754-500-541",,"Mikumi(Made for starters)","SSD Storage: 1 GB
CPU1 Core:  2.3 Ghz
RAM: 4 GB
Websites Hosted: 1
Bandwith: Unlimited
EMail Address: Unlimited
PHP, Node.js, Python: Yes",1,125000,0,0,0,,,,
"Global Alpha Capital; 8th Floor, PSSSF Millenium Tower 1, Dar es Salaam, Tanzania",invoice,GAC/001/024,"Sep 6, 2024",,,,TZS,5835288.8,0,5835288.8,,"BANK NAME : STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX",,"VCF-VSP-STD-8-VMware vSphere Standard 8 1year Subscription",,16,309072.5,0,890128.8,0,,,,
"CITY FIBER",invoice,CFL/001/025,"May 2, 2025",,,,TZS,350000,0,350000,,"CRDB BANK
O1J2035322200
BONIFACE EMANUEL BALELE
MPESA: 0754500541",,"DOMAIN REGISTRATION","cityfiber.co.tz (04/05/2025 - 03/05/2026)",1,25000,0,0,0,,,,
"CITY FIBER",invoice,CFL/001/025,"May 2, 2025",,,,TZS,350000,0,350000,,"CRDB BANK
O1J2035322200
BONIFACE EMANUEL BALELE
MPESA: 0754500541",,"ENTERPRISE HOSTING","Storage : 5Gb
Free SSL
Daily Backups
Unlimited Emails
Unlimited Bandwith",1,325000,0,0,0,,,,
"TANZANIA LAND TENURE ASSISTANCE,",invoice,TLTA/005.025,"Aug 16, 2025",,,152-091-435,TZS,5062200,0,5062200,,"BANK NAME : STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX",,"HP T795 Design Jet Plotter 72 ink–Magenta 130ml – C9372A",,1,390000,0,70200,0,,,,
"TANZANIA LAND TENURE ASSISTANCE,",invoice,TLTA/005.025,"Aug 16, 2025",,,152-091-435,TZS,5062200,0,5062200,,"BANK NAME : STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX",,"HP T795 Design Jet Plotter 72 ink–Cyan 130ml – C9371A",,1,390000,0,70200,0,,,,
"TANZANIA LAND TENURE ASSISTANCE,",invoice,TLTA/005.025,"Aug 16, 2025",,,152-091-435,TZS,5062200,0,5062200,,"BANK NAME : STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX",,"HP T795 Design Jet Plotter 72 ink–Photo Black 130ml – C9370A",,1,390000,0,70200,0,,,,
"TANZANIA LAND TENURE ASSISTANCE,",invoice,TLTA/005.025,"Aug 16, 2025",,,152-091-435,TZS,5062200,0,5062200,,"BANK NAME : STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX",,"HP T795 Design Jet Plotter 72 ink–Matte Black 130ml – C9403A",,1,390000,0,70200,0,,,,
"TANZANIA LAND TENURE ASSISTANCE,",invoice,TLTA/005.025,"Aug 16, 2025",,,152-091-435,TZS,5062200,0,5062200,,"BANK NAME : STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX",,"HP T795 Design Jet Plotter 72 ink–Yellow 130ml – C9373A",,1,390000,0,70200,0,,,,
"TANZANIA LAND TENURE ASSISTANCE,",invoice,TLTA/005.025,"Aug 16, 2025",,,152-091-435,TZS,5062200,0,5062200,,"BANK NAME : STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX",,"HP T795 Design Jet Plotter 72 ink–Gray 130ml – C9374A",,1,390000,0,70200,0,,,,
"TANZANIA LAND TENURE ASSISTANCE,",invoice,TLTA/005.025,"Aug 16, 2025",,,152-091-435,TZS,5062200,0,5062200,,"BANK NAME : STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX",,"HP 72 Magenta and Cyan DesignJet Printhead – C9383A",,1,350000,0,63000,0,,,,
